5.45x39mm HP ammo pack (30 pcs),5000,7135,8091,Mechanic,560,₽
5.45x39mm T gs ammo pack (120 pcs),2900,6977,6302,Mechanic,560,₽
5.45x39mm SP ammo pack (30 pcs),1000,1000,1000,Mechanic,560,₽
5.45x39mm BP gs ammo pack (120 pcs),85000,69538,74967,Mechanic,560,₽
5.45x39mm BS gs ammo pack (120 pcs),1000,1000,1000,Mechanic,560,₽
5.45x39mm BP gs ammo pack (120 pcs) damaged,29999,69833,67968,Mechanic,560,₽
5.45x39mm BS gs ammo pack (120 pcs) damaged,1000,1000,1000,Mechanic,560,₽
5.45x39mm T gs ammo pack (120 pcs) damaged,1000,1000,1000,Mechanic,560,₽
5.45x39mm BT gs ammo pack (120 pcs) damaged,86500,85750,100875,Mechanic,560,₽
5.45x39mm PRS gs ammo pack (120 pcs) damaged,9000,9000,7449,Mechanic,560,₽
9x18mm PM PS gs PPO ammo pack (16 pcs),6000,7143,4802,Mechanic,560,₽
5.45x39mm PP gs ammo pack (120 pcs) damaged,28000,28000,36800,Mechanic,560,₽
5.45x39mm PS gs ammo pack (120 pcs) damaged,15000,15000,15000,Mechanic,560,₽
5.45x39mm US gs ammo pack (120 pcs) damaged,18000,22750,16667,Mechanic,560,₽
Rivals 2020 armband,20000,20000,20000,Ragman,12400,₽
Rivals 2020 cap,7007,7007,7007,Ragman,12400,₽
Rivals 2020 beanie,20000,20000,20000,Ragman,12400,₽
Roubles,0,0,0,Fence,1,₽
Metal fuel tank (0/100),36666,38744,36815,Therapist,3024,₽
MF-UNTAR body armor (0/50),40000,40004,38908,Fence,1334,₽
Altyn face shield (0/50),43460,43460,43460,Fence,1738,₽
BNTI Gzhel-K body armor (0/65),100000,107166,107166,Fence,4553,₽
TP-200 TNT brick,23411,22446,22118,Therapist,22050,₽
Can of thermite,82999,87102,84974,Therapist,32760,₽
Ratchet wrench,78440,77314,77749,Therapist,78120,₽
STM-9 9x19 muzzle brake,2999,3774,3979,Mechanic,1068,₽
PL-15 9x19 sound suppressor,17420,17666,17684,Mechanic,17360,₽
Eberlestock G2 Gunslinger II backpack (Dry Earth),200000,154142,154142,Ragman,38502,₽
Hazard 4 Takedown sling backpack (Multicam),33000,31296,32447,Ragman,23250,₽
Hazard 4 Takedown sling backpack (Black),37111,42880,44266,Ragman,21390,₽
"Azimut SS ""Zhuk"" chest harness (Black)",22222,22966,24349,Ragman,21991,₽
CSA chest rig,13333,13288,14167,Ragman,11718,₽
Umka M33-SET1 hunter vest,19000,17940,17851,Ragman,15934,₽
"Azimut SS ""Zhuk"" chest harness (SURPAT)",23000,23145,23949,Ragman,21991,₽
Lebedev PL-15 9x19 pistol,16000,14989,15027,Mechanic,3976,₽
Soyuz-TM STM-9 Gen.2 9x19 carbine,26999,25627,26961,Mechanic,7000,₽
LBT-6094A Slick Plate Carrier (Olive),374500,374500,374500,Ragman,232190,₽
LBT-6094A Slick Plate Carrier (Tan),374500,374500,374500,Ragman,232190,₽
OPSMEN Earmor M32 headset,28750,23845,25036,Ragman,15500,₽
M700 AB Arms MOD*X GEN 3 KeyMod handguard,40000,29737,29081,Mechanic,5544,₽
SOK-12 Leapers UTG PRO MTU002 Short Top aluminum handguard,9999,10001,9768,Mechanic,4222,₽
AK Zenit B-10 Handguard,7000,10959,12365,Mechanic,2909,₽
HK 416A5 Midwest Industries 9 inch M-LOK handguard,13900,13979,13884,Mechanic,6776,₽
HK MP5 PTR Tri-Rail handguard,17100,15906,14005,Mechanic,5712,₽
HK 416A5 Quad Rail handguard,4999,6793,6199,Mechanic,4536,₽
SA-58/FAL AIM Sports Universal M-LOK handguard,5484,5484,5484,Mechanic,3071,₽
ASh-12 polymer handguard,3700,4596,4835,Mechanic,572,₽
SVDS polymer handguard,6111,6111,12126,Mechanic,885,₽
MPX Midwest Industries 10.5 inch M-LOK handguard,8000,11371,10659,Mechanic,5208,₽
AR-15 KAC RIS handguard,6999,8342,9034,Mechanic,2657,₽
SA-58/FAL AIM Sports Universal KeyMod handguard,9999,11250,11801,Mechanic,2711,₽
MPX GEN1 handguard,6000,6290,6505,Mechanic,2414,₽
AR-15 ADAR 2-15 wooden handguard,5000,18704,14725,Mechanic,896,₽
HK MP5SD polymer handguard,38000,30772,28879,Mechanic,3054,₽
SA-58/FAL Belgian Style handguard,1999,10105,6797,Mechanic,1681,₽
MPX Midwest Industries 6.5 inch M-LOK handguard,8500,8516,8449,Mechanic,4256,₽
SOK-12 polymer handguard (Sb.7-1),5555,4912,5040,Mechanic,782,₽
AR-15 Colt M4 Carbine Length handguard,10000,9960,9960,Mechanic,797,₽
AK 100-series polymer handguard,14500,14364,15088,Mechanic,740,₽
M870 FAB Defense PR-870 forestock,10000,8334,8924,Mechanic,1149,₽
AK-74 polymer handguard (6P20 Sb.9),10000,6381,6107,Mechanic,572,₽
AKM wooden handguard (6P1 Sb.6-1),5465,9845,9265,Mechanic,452,₽
VPO-209 wooden handguard,850,7727,7727,Mechanic,455,₽
"VPO-136 ""Vepr-KM"" wooden handguard",800,1125,1125,Mechanic,449,₽
AK-74 wooden handguard (6P20 Sb.6),888,10096,10096,Mechanic,449,₽
AKS-74U wooden handguard (6P26 Sb.6),400,2978,9171,Mechanic,391,₽
HK MP5 Wide Tropical polymer handguard,7000,7094,6683,Mechanic,1703,₽
M870 SpeedFeed Short handguard,5999,4715,4154,Mechanic,785,₽
FAL original handguard,2499,7777,4780,Mechanic,1344,₽
MP-133 beechwood forestock,4500,8479,6917,Mechanic,856,₽
MP-153 polymer forestock,19990,20153,16737,Mechanic,1897,₽
AR-15 Strike Industries Viper carbine length M-LOK handguard,4275,4275,4275,Mechanic,2394,₽
AK Magpul MOE AKM handguard (FDE),12999,12451,12146,Mechanic,7776,₽
AK Magpul MOE AKM handguard (Olive Drab),12500,11664,11288,Mechanic,7653,₽
AK Magpul MOE AKM handguard (Plum),11111,11188,11733,Mechanic,7919,₽
AK Magpul MOE AKM handguard (Stealth Gray),12666,12760,12181,Mechanic,7701,₽
AK Magpul Zhukov-U handguard (FDE),21799,19544,19692,Mechanic,10752,₽
AK Magpul Zhukov-U handguard (Plum),14999,13421,14966,Mechanic,10752,₽
MDR 7.62x51 16 inch barrel,29000,28688,28780,Mechanic,27590,₽
FN Five-seveN 5.7x28 barrel,9999,12400,23868,Mechanic,2229,₽
FN Five-seveN 5.7x28 threaded barrel,149999,149999,149999,Mechanic,2352,₽
MDR 5.56x45 16 inch barrel,21000,22931,22372,Mechanic,20870,₽
T-5000M 7.62x51 660mm barrel,17672,17672,17672,Mechanic,9896,₽
Glock 9x19 SAI threaded barrel,13200,15202,13159,Mechanic,6359,₽
AR-15 5.56x45 18 inch barrel,34000,54178,51813,Mechanic,17678,₽
SR-25 7.62x51 20 inch barrel,35600,35600,35600,Mechanic,19936,₽
Glock 9x19 Lone Wolf AlphaWolf threaded barrel,8999,11281,12479,Mechanic,4451,₽
HK 416A5 5.56x45 10.6 inch barrel,14000,21620,17155,Mechanic,11833,₽
HK 416A5 5.56x45 16.5 inch barrel with flip-up front sight,19999,21869,22339,Mechanic,18760,₽
M870 12ga 508mm barrel,388888,167737,129909,Mechanic,5812,₽
TT 7.62x25 116mm gilded barrel,9600,6763,7307,Mechanic,5256,₽
Glock 9x19 Double Diamond threaded barrel,8591,10881,11136,Mechanic,3340,₽
FN P90 5.7x28 10.5 inch barrel,500000,500000,500000,Mechanic,10976,₽
HK 416A5 5.56x45 20 inch barrel,48999,50914,52475,Mechanic,21112,₽
MPX 9x19 4.5 inch barrel,3800,3800,3800,Mechanic,2128,₽
AR-15 5.56x45 20 inch barrel,44000,48735,54189,Mechanic,20478,₽
AR-15 5.56x45 260mm barrel,49999,60065,68843,Mechanic,10706,₽
P226 9x19 threaded barrel,9998,12747,14350,Mechanic,875,₽
SA-58 7.62x51 16 inch barrel,25999,29185,28892,Mechanic,13102,₽
M700 7.62x51 20 inch stainless steel threaded barrel,22800,22800,22800,Mechanic,12768,₽
FN P90 5.7x28 16 inch barrel,22300,22300,22300,Mechanic,12488,₽
M700 7.62x51 26 inch stainless steel barrel,25900,25900,25900,Mechanic,14504,₽
RPK-16 5.45x39 15 inch barrel,8000,9298,10218,Mechanic,6832,₽
SA-58 7.62x51 11 inch barrel,20420,21503,21556,Mechanic,11949,₽
DVL-10 M2 7.62x51 660mm barrel,50000,59088,61577,Mechanic,21056,₽
SVDS 7.62x54R 22 inch barrel,70500,85250,119250,Mechanic,13664,₽
AR-10 7.62x51 22 inch barrel,28419,28976,28333,Mechanic,26787,₽
HK 416A5 5.56x45 11 inch barrel,229000,121749,75172,Mechanic,13513,₽
RPK-16 5.45x39 22 inch barrel,32333,41112,41818,Mechanic,9688,₽
AR-10 7.62x51 18 inch barrel,25555,31133,31156,Mechanic,21917,₽
DVL-10 7.62x51 500mm barrel,38888,38439,37840,Mechanic,19416,₽
MPX 9x19 10.5 inch barrel,8174,8174,8174,Mechanic,4577,₽
HK 416A5 5.56x45 14.5 inch barrel,16500,17968,19307,Mechanic,15344,₽
SA-58 7.62x51 21 inch barrel,39999,42856,43425,Mechanic,18514,₽
M1A 7.62x51 22 inch barrel,29999,34790,36726,Mechanic,13696,₽
SR-25 7.62x51 16 inch barrel,33330,26319,27475,Mechanic,16072,₽
M700 7.62x51 26 inch barrel,29999,23637,25082,Mechanic,14224,₽
MPX 9x19 14 inch barrel,29000,52555,53145,Mechanic,6933,₽
Mosin Rifle 7.62x54R 730mm regular barrel,100000,100000,103497,Mechanic,2465,₽
Glock 17 9x19 barrel with a compensator,6969,20151,7650,Mechanic,1057,₽
M870 12ga 660mm vent rib barrel,50000,50000,43592,Mechanic,7960,₽
Mosin Rifle 7.62x54R sawn-off 220mm threaded barrel,11111,13328,15521,Mechanic,4116,₽
AR-15 5.56x45 370mm barrel,28888,28752,30704,Mechanic,13758,₽
M700 7.62x51 20 inch threaded barrel,24000,32000,44596,Mechanic,12432,₽
MPX 9x19 6.5 inch barrel,5174,5174,5174,Mechanic,2897,₽
M870 12ga sawn-off 325mm barrel,45000,69975,69975,Mechanic,3132,₽
M870 12ga 355mm barrel,29600,15060,15985,Mechanic,2059,₽
M1A 7.62x51 16 inch barrel,15666,16667,16460,Mechanic,8736,₽
MP-153 12ga 610mm barrel,29995,29995,31665,Mechanic,4021,₽
AR-15 5.56x45 Molot Arms 406mm barrel,19999,19490,19762,Mechanic,9072,₽
TT 7.62x25 121mm homespun threaded barrel,14111,9573,8885,Mechanic,1203,₽
MP-133 12ga 510mm barrel,4006,4006,4006,Mechanic,2243,₽
MP-133 12ga 510mm barrel with rib,33000,33000,33000,Mechanic,2251,₽
MP-133 12ga 540mm barrel with rib,4200,4200,4200,Mechanic,2352,₽
MP-133 12ga 750mm barrel with rib,18500,44750,38983,Mechanic,4301,₽
Glock 17 9x19 barrel,4444,7416,5698,Mechanic,875,₽
MP-133 12ga 710mm barrel,6123,6123,6123,Mechanic,3429,₽
Mosin Rifle 7.62x54R sawn-off 200mm barrel,2100,2100,2100,Mechanic,1176,₽
MP-133 12ga 540mm barrel,3900,3900,3900,Mechanic,2184,₽
MP-133 12ga 610mm barrel with rib,5103,5103,5103,Mechanic,2858,₽
MPX-SD 9x19 165mm barrel,9000,13180,12143,Mechanic,3147,₽
MP-153 12ga 660mm barrel,17000,17000,17000,Mechanic,4020,₽
Mosin Carbine 7.62x54R 514mm barrel,4500,9594,11631,Mechanic,2195,₽
MP-133 12ga 660mm barrel,5005,5005,5005,Mechanic,2803,₽
P226 9x19 112mm barrel,4000,4000,11125,Mechanic,875,₽
MP-153 12ga 710mm barrel,9999,30562,30562,Mechanic,4189,₽
MP-133 12ga 750mm barrel,25555,21901,21901,Mechanic,3955,₽
MP-133 12ga 710mm barrel with rib,6958,6958,6958,Mechanic,3896,₽
MP-133 12ga 660mm barrel with rib,5501,5501,5501,Mechanic,3081,₽
MP-133 12ga 610mm barrel,4902,4902,4902,Mechanic,2745,₽
MP-153 12ga 750mm barrel,15555,15111,16374,Mechanic,4267,₽
M870 12ga 508mm barrel with a fixed sight,14999,15777,22630,Mechanic,4146,₽
"VPO-215 ""Gornostay"" .366TKM 23 inch barrel",45555,45555,45555,Mechanic,2856,₽
MPX 9x19 203mm barrel,14900,20437,25509,Mechanic,3681,₽
TT 7.62x25 116mm barrel,1696,1696,27984,Mechanic,652,₽
Glock 18C 9x19 barrel with a compensator,8888,10953,12152,Mechanic,1783,₽
M9A3 9x19 threaded barrel,100000,100000,38860,Mechanic,930,₽
ORSIS T-5000M long length rail,4500,5514,4134,Mechanic,644,₽
ORSIS T-5000M scope mount,7000,9009,8447,Mechanic,1232,₽
HK MP5SD B&T tri-rail ring mount,70000,284629,395977,Mechanic,1839,₽
M14 UltiMAK M8 Forward Optic mount,2000000,287381,122715,Mechanic,8889,₽
P226 Trijicon RMR mount,4950,6764,6257,Mechanic,2508,₽
SVD SAG low profile sidemount,54777,37018,34703,Mechanic,5096,₽
M14 Leapers UTG 4-Point Locking Deluxe mount,12222,30286,29206,Mechanic,5494,₽
SR-1MP quad rail mount,9999,11370,10439,Mechanic,4899,₽
HK MP5 MFI HK universal low profile scope mount,20000,24920,23213,Mechanic,4260,₽
"Zenit B-13V ""Klassika"" dovetail rail platform",9999,10967,11801,Mechanic,4256,₽
JP Enterprises Flat-Top 30mm ring scope mount,16420,16796,17629,Mechanic,5205,₽
"Zenit B-13 ""Klassika"" dovetail rail platform",19969,14430,12235,Mechanic,4368,₽
Trijicon RMR mount for ACOG scopes,21000,26182,34768,Mechanic,3462,₽
SKS Leapers UTG SOCOM rail mount,9000,10372,10683,Mechanic,6703,₽
UNV DLOC-IRD sight mount,69000,71684,76477,Mechanic,3503,₽
Trijicon TA51 sight mount,16666,21259,24270,Mechanic,2390,₽
Burris AR-P.E.P.R. 30mm ring scope mount,19500,21918,16964,Mechanic,5369,₽
VSS/VAL TOZ 6P29M mount,150000,97252,123936,Mechanic,4225,₽
UM Tactical UM3 pistol sight mount,15999,16108,16795,Mechanic,3147,₽
Nightforce Magmount 34mm ring scope mount,9500,11343,11658,Mechanic,5325,₽
Glock Aimtech Tiger Shark sight mount,13999,13683,14441,Mechanic,2266,₽
Hexagon short length rail,19420,18312,16099,Mechanic,620,₽
VSS/VAL Zenit B-3 mount combo,12500,13813,10976,Mechanic,3077,₽
VSS/VAL Zenit B-3 ring mount,14000,10546,10695,Mechanic,1541,₽
M14 Vltor CASV-14 rail system,10000,10357,10663,Mechanic,5682,₽
OP-SKS dovetail mount,11111,9728,9930,Mechanic,3370,₽
Aimpoint Micro Standard Mount,6666,8557,8244,Mechanic,1373,₽
ORSIS T-5000M medium length rail,5555,3909,4577,Mechanic,578,₽
Mosin Rifle Arbalet Patriot K+W rail mount,9420,12352,11797,Mechanic,1372,₽
Axion Kobra dovetail mount,7555,7135,7303,Mechanic,2969,₽
M870 Mesa Tactical magazine clamp,4999,5384,6127,Mechanic,2395,₽
SVDS upper band,12500,17226,18264,Mechanic,3129,₽
IEA Mil-Optics KH/F 34mm one-piece magmount,21999,16487,15980,Mechanic,4760,₽
Glock Aimtech mount base,11555,9934,10909,Mechanic,2265,₽
SR-1MP sound suppressor mount,9888,12021,16475,Mechanic,1549,₽
Aimpoint Standard Spacer,7444,6964,8068,Mechanic,1234,₽
VOMZ Pilad 043-02 dovetail mount,9900,11645,12120,Mechanic,2866,₽
M14 Amega Mini Scout Mount system,8999,9201,8874,Mechanic,4034,₽
Mosin Rifle AIM Sports MNG rail mount,9000,7481,8871,Mechanic,1014,₽
P226 Bridge sight mount,6777,7060,7379,Mechanic,2134,₽
SIG Sauer ROMEO sight mount,7300,8547,8113,Mechanic,1042,₽
Aimpoint LRP mount for CompM4 sights,7000,10213,10476,Mechanic,1344,₽
TROY QARS 3.2 inch rail,34000,43955,56218,Mechanic,939,₽
M14 SAGE International DCSB mount,6000,7664,7634,Mechanic,4427,₽
CAT hemostatic tourniquet,7000,7496,7419,Therapist,2016,₽
AFAK tactical individual first aid kit,33420,30968,31300,Therapist,26208,₽
Emergency Water Ration,16666,15971,17000,Therapist,4536,₽
UVSR Taiga-1 survival machete,277500,277500,277500,Jaeger,166500,₽
GP-7 gas mask,23999,26362,22729,Ragman,5199,₽
Army cap (Black),9999,10091,10519,Ragman,2699,₽
Army cap (Coyote Tan),49999,49999,12272,Ragman,839,₽
Army cap (CADPAT),11500,17647,18095,Ragman,2079,₽
Army cap (Flora),2222,2946,3845,Ragman,839,₽
Army cap (Desert),5000,4875,3378,Ragman,839,₽
Army cap (UCP),9000,7243,9182,Ragman,1459,₽
NPP KlASS Condor glasses,21999,22435,23585,Ragman,7440,₽
5.56x45mm MK 318 Mod 0 (SOST),500,431,548,Mechanic,101,₽
5.56x45mm SSA AP,605,605,605,Mechanic,965,₽
7.62x39mm MAI AP,499,499,499,Mechanic,1453,₽
PL-15 front sight,800,800,800,Mechanic,448,₽
PL-15 extended front sight,950,950,950,Mechanic,532,₽
PL-15 rear sight,900,900,900,Mechanic,504,₽
PL-15 extended rear sight,950,950,950,Mechanic,532,₽
STM-9 magwell,1350,5062,7061,Mechanic,715,₽
STM-9 magwell (Grey),10000,10928,10789,Mechanic,883,₽
AR-15 MASP Industries Ambidextrous Battle Charging Handle,4433,12397,10176,Mechanic,1064,₽
PL-15 9x19 16-round magazine,4500,4846,6352,Mechanic,771,₽
Soyuz-TM buffer tube,18000,20366,17535,Mechanic,672,₽
FAB Defense GL-CORE buttstock,9500,14167,14782,Mechanic,2296,₽
PL-15 9x19 barrel,2700,4000,6611,Mechanic,1435,₽
STM-9 9x19 10.5 inch barrel,7777,9131,8441,Mechanic,3920,₽
PL-15 9x19 threaded barrel,7999,7840,8538,Mechanic,2771,₽
STM-9 9x19 12 inch barrel,12999,14340,14020,Mechanic,4200,₽
STM-9 9x19 14 inch barrel,18974,18841,19766,Mechanic,5600,₽
STM-9 9x19 16 inch barrel,21420,24158,26411,Mechanic,7000,₽
AR-15 Soyuz-TM 12 inch M-LOK handguard,14000,16402,16485,Mechanic,7000,₽
AR-15 Soyuz-TM 15 inch M-LOK handguard,21111,25756,27051,Mechanic,8400,₽
AR-15 Soyuz-TM 9 inch M-LOK handguard,14000,14958,15319,Mechanic,5880,₽
AR-15 DLG Tactical DLG-123 pistol grip,4399,5465,5513,Mechanic,924,₽
PL-15 pistol slide,3900,3900,3900,Mechanic,2184,₽
STM-9 9x19 upper receiver,6999,8096,6904,Mechanic,2351,₽
Molot VPO-209 .366 TKM carbine,25000,29185,26725,Mechanic,12088,₽
Simonov OP-SKS 7.62x39 semi-automatic carbine (Hunting Rifle Version),35555,27370,27619,Mechanic,12216,₽
Simonov SKS 7.62x39 semi-automatic carbine,17000,18574,18364,Mechanic,10825,₽
Molot VPO-136 Vepr KM 7.62x39 carbine,18978,18978,18978,Mechanic,10628,₽
VPO-101 Vepr Hunter 7.62x51 carbine,38978,38978,38978,Mechanic,21828,₽
AK-102 5.56x45 assault rifle,51000,51471,50519,Mechanic,28923,₽
AK-74N 5.45x39 assault rifle,24420,27509,29067,Mechanic,12962,₽
AKS-74N 5.45x39 assault rifle,39000,30254,32664,Mechanic,14274,₽
AK-104 7.62x39 assault rifle,23000,26750,25745,Mechanic,22351,₽
HK 416A5 5.56x45 assault rifle,65000,54657,57725,Mechanic,12208,₽
SIG MCX .300 AAC Blackout assault rifle,21300,21300,21300,Mechanic,11928,₽
AK-105 5.45x39 assault rifle,29750,27960,26729,Mechanic,17283,₽
ASh-12 12.7x55 assault rifle,64555,60362,60801,Mechanic,52528,₽
AK-103 7.62x39 assault rifle,25000,32676,32056,Mechanic,19214,₽
AKS-74U 5.45x39 assault rifle,20000,20572,21888,Mechanic,7640,₽
AKS-74UB 5.45x39 assault rifle,55555,60560,37296,Mechanic,12178,₽
AK-74 5.45x39 assault rifle,24000,28478,27771,Mechanic,12180,₽
AKM 7.62x39 assault rifle,43000,40159,38085,Mechanic,16527,₽
AKMN 7.62x39 assault rifle,46888,43380,43511,Mechanic,19042,₽
AKMS 7.62x39 assault rifle,18000,20499,21306,Mechanic,15608,₽
AK-101 5.56x45 assault rifle,59900,49734,50266,Mechanic,19971,₽
AS VAL 9x39 suppressed assault rifle,58147,58147,58147,Mechanic,32562,₽
AKMSN 7.62x39 assault rifle,22111,22560,22826,Mechanic,16224,₽
AKS-74UN 5.45x39 assault rifle,20000,25436,24032,Mechanic,10833,₽
AK-74M 5.45x39 assault rifle,25000,29184,29154,Mechanic,14661,₽
AKS-74 5.45x39 assault rifle,18999,20079,20139,Mechanic,13250,₽
Mosin 7.62x54R bolt-action infantry rifle,30000,36556,33472,Jaeger,6900,₽
Remington Model 700 .308 bolt-action sniper rifle,37420,41618,38878,Jaeger,10500,₽
Mosin 7.62x54R bolt-action sniper rifle,34999,32061,33343,Jaeger,9346,₽
Molot VPO-215 .366 TKM bolt-action rifle,2000,2000,2000,Jaeger,4410,₽
Orsis T-5000M .308 bolt-action sniper rifle,26974,26974,26974,Jaeger,16184,₽
LOBAEV Arms DVL-10 Saboteur .308 bolt-action sniper rifle,42974,42974,42974,Jaeger,25784,₽
SV-98 7.62x54R bolt-action sniper rifle,39998,45671,45682,Jaeger,14993,₽
RPK-16 5.45x39 light machine gun,39000,41239,44329,Mechanic,12522,₽
Knight's Armament Company SR-25 7.62x51 marksman rifle,83999,72583,72583,Jaeger,14763,₽
SVDS 7.62x54R sniper rifle,86666,76854,76722,Jaeger,25680,₽
Springfield Armory M1A 7.62x51 carbine,48000,48000,46086,Jaeger,18158,₽
Remington R11 RSASS 7.62x51 marksman rifle,0,0,0,Jaeger,24963,₽
SWORD International Mk-18 .338 LM marksman rifle,0,0,0,Jaeger,38640,₽
VSS Vintorez 9x39 Special Sniper Rifle,53111,55319,54106,Jaeger,32602,₽
"PM (t) ""Makarov"" 9x18PM pistol",8517,8517,8517,Mechanic,4770,₽
SIG P226R 9x19 pistol,11000,13720,15405,Mechanic,3493,₽
APB 9x18PM silenced machine pistol,18444,15934,16822,Mechanic,6513,₽
Colt M45A1 .45 ACP pistol,12999,11642,11162,Mechanic,4148,₽
FN Five-seveN MK2 5.7x28 pistol,25555,21025,21166,Mechanic,7973,₽
TT-33 7.62x25 TT pistol (Gold),65000,78066,78761,Mechanic,12984,₽
FN Five-seveN MK2 5.7x28 pistol (Flat Dark Earth),21111,18807,20336,Mechanic,7973,₽
Beretta M9A3 9x19 pistol,7777,10982,11516,Mechanic,2688,₽
TT-33 7.62x25 TT pistol,80000,79138,78226,Mechanic,2346,₽
PB 9x18PM silenced pistol,9999,11607,11965,Mechanic,6439,₽
Colt M1911A1 .45 ACP pistol,12977,12765,12210,Mechanic,3028,₽
"PM ""Makarov"" 9x18PM pistol",5097,5097,5097,Mechanic,2854,₽
APS 9x18PM machine pistol,8999,9403,9429,Mechanic,6496,₽
PL-15 9x19 pistol,15000,14973,15092,Mechanic,3976,₽
Yarygin MP-443 Grach 9x19 pistol,10437,10437,10437,Mechanic,5845,₽
Glock 18C 9x19 machine pistol,22222,19813,20379,Mechanic,8526,₽
Glock 17 9x19 pistol,12000,9697,8938,Mechanic,3700,₽
Serdyukov SR-1MP Gyurza 9x21 pistol,13000,14092,14265,Mechanic,10804,₽
TOZ-106 20ga bolt-action shotgun,8650,11799,13012,Mechanic,1975,₽
Mossberg 590A1 12ga pump-action shotgun,26420,27376,59023,Mechanic,8065,₽
Remington Model 870 12ga pump-action shotgun,32222,33131,31468,Mechanic,8513,₽
MP-153 12ga semi-automatic shotgun,31400,35257,31567,Mechanic,8389,₽
MP-133 12ga pump-action shotgun,23865,22911,22169,Mechanic,8088,₽
TOZ KS-23M 23x75mm pump-action shotgun,0,0,0,Mechanic,10305,₽
Saiga 12ga ver.10 12/76 semi-automatic shotgun,24000,25220,23357,Mechanic,9250,₽
B&T MP9 9x19 submachine gun,19000,21792,22814,Mechanic,8001,₽
PP-19-01 Vityaz-SN 9x19 submachine gun,14751,14751,14751,Mechanic,8261,₽
FN P90 5.7x28 submachine gun,59000,58706,60787,Mechanic,25312,₽
HK MP7A2 4.6x30 submachine gun,72999,58553,59228,Mechanic,25329,₽
HK MP7A1 4.6x30 submachine gun,36666,43783,45659,Mechanic,24801,₽
B&T MP9-N 9x19 submachine gun,18000,18606,19701,Mechanic,10360,₽
STM-9 Gen.2 9x19 carbine,23000,26775,25483,Mechanic,7000,₽
PP-91 Kedr 9x18PM submachine gun,77997,77997,77997,Mechanic,10554,₽
HK UMP .45 ACP submachine gun,34999,34074,34659,Mechanic,14840,₽
HK MP5 9x19 submachine gun (Navy 3 Round Burst),14000,21610,22552,Mechanic,6794,₽
SIG MPX 9x19 submachine gun,39900,40581,38352,Mechanic,10588,₽
PP-91-01 Kedr-B 9x18PM submachine gun,20238,20238,20238,Mechanic,11333,₽
HK MP5K 9x19 submachine gun,14999,16094,14678,Mechanic,5320,₽
Saiga-9 9x19 carbine,13999,14953,14835,Mechanic,5570,₽
PPSh-41 7.62x25 submachine gun,26555,25486,24552,Mechanic,5741,₽
TDI KRISS Vector Gen.2 .45 ACP submachine gun,96000,88210,93354,Mechanic,17724,₽
TDI KRISS Vector Gen.2 9x19 submachine gun,143333,88968,90428,Mechanic,15568,₽
PP-9 Klin 9x18PMM submachine gun,24460,24460,24460,Mechanic,13698,₽
FN40GL Mk2 grenade launcher,0,0,0,Mechanic,61600,₽
GP-34 underbarrel grenade launcher,47500,47500,47500,Mechanic,28504,₽
LVNDMARK's rat poison,32068,32078,31737,Therapist,32062,₽
AR-10 CMMG low profile gas block,15000,12615,12220,Mechanic,4620,₽
AR-15 SilencerCo ASR 5.56x45 flash hider,12222,13303,14649,Mechanic,4480,₽
AR-10 CMMG SV Brake 7.62x51 muzzle brake,5555,6437,6835,Mechanic,4042,₽
AR-10 SureFire ProComp 7.62x51 muzzle brake,8787,9143,9888,Mechanic,7280,₽
SilencerCo Saker ASR 556 5.56x45 sound suppressor,83998,70199,71235,Mechanic,34902,₽
VOMZ Pilad TargetRing reflex sight,8999,9928,9768,Mechanic,4910,₽
SIG Sauer ROMEO8T reflex sight,27000,21829,21971,Mechanic,16184,₽
Valday Krechet reflex sight,33333,15769,15188,Mechanic,7406,₽
Torrey Pines Logic T12W 30Hz thermal reflex sight,45000,47571,49294,Mechanic,42445,₽
MP-155 Ultima thermal camera,29400,30725,29296,Mechanic,27517,₽
MP-155 Ultima underbarrel mount,3999,6035,6198,Mechanic,995,₽
MP-155 Ultima pistol grip rubber pad,7999,7493,7021,Mechanic,827,₽
Mk47 ambidextrous charging handle,8999,7488,6719,Mechanic,1232,₽
MP-155 12ga 6-shell magazine,25000,10626,9982,Mechanic,684,₽
VPO-102 Arbalet mount,6998,7070,6288,Mechanic,1625,₽
MP-155 Ultima top rail,88888,55569,73484,Mechanic,3304,₽
Custom Guns handguard rail,5500,7601,7046,Mechanic,560,₽
MP-155 Ultima short rail,55555,81852,46453,Mechanic,560,₽
CMMG RipStock buttstock,8520,8326,8012,Mechanic,1960,₽
CMMG buffer tube,5500,6424,6479,Mechanic,2128,₽
MP-155 walnut stock,15555,15555,11647,Mechanic,727,₽
MP-155 Ultima polymer stock,5555,7488,7292,Mechanic,1840,₽
AKM/AK-74 ProMag Archangel OPFOR AA47 buttstock,27900,36442,39660,Mechanic,10976,₽
MP-155 Ultima large recoil pad,8500,12919,11692,Mechanic,3489,₽
MP-155 Ultima medium recoil pad,9999,10115,9992,Mechanic,1809,₽
MP-155 Ultima thin recoil pad,5000,5768,6046,Mechanic,1249,₽
MP-155 510mm barrel,60000,23244,14414,Mechanic,3923,₽
Mk47 254mm barrel,15000,15597,15401,Mechanic,14728,₽
Mk47 409mm barrel,99000,71248,75306,Mechanic,16558,₽
SOK-12 Custom Guns Type-340 handguard,16000,15370,15058,Mechanic,8848,₽
