9x18mm PM PPe gzh,3900,967,1610,Mechanic,29,₽
9x18mm PM PSO gzh,15000,9036,2809,Mechanic,12,₽
7.62x25mm TT FMJ43,333,295,500,Mechanic,28,₽
5.45x39mm FMJ,140,236,118,Mechanic,20,₽
7.62x25mm TT AKBS,26,40,158,Mechanic,27,₽
9x19mm PSO gzh,199,208,116,Mechanic,27,₽
9x18mm PM Pst gzh,177,1015,5717,Mechanic,25,₽
9x18mm PM PPT gzh,6000,5063,1316,Mechanic,24,₽
20/70 Star slug,220,189,221,Mechanic,45,₽
5.45x39mm HP,69,71,99,Mechanic,38,₽
12/70 FTX Custom Lite slug,200,436,462,Mechanic,40,₽
9x18mm PM PRS gs,42,105,167,Mechanic,22,₽
12/70 flechette,2500,2382,2477,Mechanic,105,₽
12/70 8.5mm Magnum buckshot,211,300,288,Mechanic,28,₽
5.45x39mm T gs,30,38,40,Mechanic,22,₽
.366 TKM FMJ,50,50,163,Mechanic,24,₽
"12/70 ""Poleva-6u"" slug",70,213,262,Mechanic,38,₽
9x18mm PM PS gs PPO,50,73,546,Mechanic,16,₽
12/70 Dual Sabot slug,71,185,290,Mechanic,38,₽
12/70 Grizzly 40 slug,65,85,86,Mechanic,37,₽
"20/70 ""Poleva-6u"" slug",100,98,196,Mechanic,36,₽
"20/70 ""Poleva-3"" slug",69,81,114,Mechanic,27,₽
5.45x39mm PRS gs,38,40,78,Mechanic,26,₽
"12/70 ""Poleva-3"" slug",88,103,73,Mechanic,29,₽
12/70 6.5mm Express buckshot,150,116,139,Mechanic,22,₽
20/70 7.3mm buckshot,30,43,139,Mechanic,21,₽
12/70 5.25mm buckshot,36,103,84,Mechanic,20,₽
12/70 lead slug,58,59,65,Mechanic,31,₽
20/70 6.2mm buckshot,87,89,103,Mechanic,17,₽
12/70 7mm buckshot,30,33,50,Mechanic,17,₽
20/70 5.6mm buckshot,175,177,87,Mechanic,11,₽
9x18mm PM P gzh,75,51,63,Mechanic,7,₽
20/70 7.5mm buckshot,25,25,192,Mechanic,13,₽
AK 7.62x39 X Products X-47 50-round drum magazine,29700,29700,29700,Mechanic,16632,₽
Mosin Rifle 7.62x54R ProMag Archangel OPFOR 10-round magazine,30000,35944,43443,Mechanic,3432,₽
5.56x45 Magpul PMAG D-60 STANAG 60-round magazine,12000,12000,12000,Mechanic,8631,₽
9x39 SR3M.130 30-round magazine,44444,44084,43403,Mechanic,11211,₽
5.56x45 SureFire MAG5-100 STANAG 100-round magazine,34999,31268,32930,Mechanic,21143,₽
HK MP5 9x19 X Products X-5 50-round drum magazine,28888,24448,28936,Mechanic,7810,₽
5.56x45 SureFire MAG5-60 STANAG 60-round magazine,44000,31020,35350,Mechanic,12743,₽
MPX 9x19 F5 MFG 50-round drum magazine,49993,22611,24212,Mechanic,7896,₽
SKS 7.62x39 ProMag AALVX 35-round magazine,15000,14914,16693,Mechanic,9346,₽
ASh-12 12.7x55 20-round magazine,31111,32504,29884,Mechanic,9296,₽
AK-74 5.45x39 6L31 60-round magazine,38888,31393,32466,Mechanic,10259,₽
PM 9x18PM 84-round makeshift drum magazine,24800,29847,34210,Mechanic,9650,₽
FN Five-seveN 5.7x28 20-round magazine,13999,14417,14707,Mechanic,2050,₽
M14 7.62x51 X Products X-14 50-round drum magazine,13500,17593,18196,Mechanic,10528,₽
SA-58/FAL 7.62x51 X Products X-FAL 50-round drum magazine,14999,17862,17638,Mechanic,14725,₽
SOK-12 12/76 MaxRounds Powermag 20-round magazine,34000,36000,38255,Mechanic,14000,₽
HK MP7 4.6x30 40-round magazine,72450,81906,88003,Mechanic,6800,₽
FN P90 5.7x28 50-round magazine,17000,17073,17903,Mechanic,5880,₽
SVD 7.62x54R 20-round magazine,36666,33154,35069,Mechanic,5533,₽
AR-10 7.62x51 KAC 10-round steel magazine,4444,6596,8619,Mechanic,1008,₽
M700 7.62x51 ProMag AA-70 10-round magazine,25420,25515,29407,Mechanic,2430,₽
AK 7.62x39 ProMag AK-A-16 73-round drum magazine,41600,41600,41600,Mechanic,23296,₽
MP9 9x19 15-round magazine,6000,4210,4220,Mechanic,952,₽
"VPO-101 ""Vepr-Hunter"" 7.62x51 10-round magazine",12000,9407,9104,Mechanic,2156,₽
DVL-10 7.62x51 10-round magazine,7999,9858,10286,Mechanic,2516,₽
RPK-16 5.45x39 95-round drum magazine,20000,20487,20976,Mechanic,19936,₽
MP9 9x19 20-round magazine,10000,15000,14089,Mechanic,1092,₽
HK MP7 4.6x30 20-round magazine,5353,9059,8816,Mechanic,2255,₽
M870 12ga 4-shell magazine cap,5000,5000,5000,Mechanic,577,₽
HK MP5 9x19 20-round magazine,10000,17773,17330,Mechanic,1736,₽
M700 7.62x51 ProMag AA-70 20-round magazine,28000,32342,25995,Mechanic,3494,₽
M14 7.62x51 30-round magazine,20420,21159,21630,Mechanic,3249,₽
SV-98 7.62x54R 10-round magazine,7100,6083,6414,Mechanic,2184,₽
P226 9x19 20-round extended magazine,12500,20342,30918,Mechanic,1646,₽
AK 7.62x39 Molot 75-round drum magazine,18000,18752,18854,Mechanic,16240,₽
SVD 7.62x54R 10-round magazine,8888,9105,8915,Mechanic,2100,₽
5.56x45 HK 30 STANAG polymer 30-round magazine,10999,9836,9458,Mechanic,2243,₽
Glock 9x19 SGM Tactical 50-round drum magazine,16749,15493,13784,Mechanic,4850,₽
ASh-12 12.7x55 10-round magazine,19000,23039,21587,Mechanic,3696,₽
AR-10 7.62x51 Magpul PMAG 20 SR-LR GEN M3 20-round magazine,20000,19593,21739,Mechanic,1810,₽
M700 7.62x51 MDT AICS 12-round magazine,20111,20458,17587,Mechanic,3136,₽
SLR-106/AK 5.56x45 Circle 10 30-round magazine,27888,30463,28955,Mechanic,1344,₽
VSS 9x39 6L25 20-round magazine,27000,16932,17590,Mechanic,3359,₽
MP9 9x19 30-round magazine,17888,16704,18681,Mechanic,2296,₽
HK MP7 4.6x30 30-round magazine,51900,49859,48973,Mechanic,3361,₽
Glock 9x19 17-round magazine,2499,3695,3581,Mechanic,827,₽
5.56x45 Magpul PMAG 20 GEN M3 STANAG 20-round magazine,3998,6155,6811,Mechanic,1683,₽
M700 7.62x51 AI AICS 5-round magazine,18250,19228,17229,Mechanic,1176,₽
M700 7.62x51 Magpul PMAG AC 5-round magazine,13000,14377,13867,Mechanic,1568,₽
MPX 9x19 20-round magazine,9500,10602,11516,Mechanic,812,₽
SKS 7.62x39 ProMag SKS-A5 20-round magazine,9500,11750,12419,Mechanic,3190,₽
M700 7.62x51 Wyatt's Outdoor 5-round magazine,25000,11743,8725,Mechanic,1036,₽
"MPX 9x19 TTI ""Base Pad +11"" 41-round magazine",13666,15997,17469,Mechanic,2953,₽
M700 7.62x51 Magpul PMAG AC 10-round magazine,29999,19559,19833,Mechanic,2800,₽
M700 7.62x51 AI AICS 10-round magazine,15000,18539,19011,Mechanic,2184,₽
SA-58/FAL 7.62x51 30-round magazine,24000,31394,25335,Mechanic,2501,₽
5.56x45 TROY BattleMag STANAG 30-round magazine,9876,15208,16039,Mechanic,2621,₽
MP-153 12ga 8-shell magazine,100000,82475,82475,Mechanic,1188,₽
SA-58/FAL 7.62x51 30-round magazine,23999,27241,24996,Mechanic,2581,₽
P226 9x19 15-round magazine,20000,16500,13280,Mechanic,1174,₽
VSS 9x39 6L24 10-round magazine,5000,4074,4632,Mechanic,2597,₽
ORSIS T-5000M 7.62x51 5-round magazine,45000,45000,26111,Mechanic,1092,₽
5.56x45 Magpul PMAG 30 GEN M3 STANAG 30-round magazine,20000,14704,14702,Mechanic,1743,₽
HK MP5 9x19 30-round magazine,12899,12097,12830,Mechanic,2246,₽
Glock 9x19 Magpul PMAG GL9 21-round magazine,17000,17332,19609,Mechanic,969,₽
MP9 9x19 25-round magazine,15000,17244,17021,Mechanic,1428,₽
M9A3 9x19 17-round magazine,11111,10671,8184,Mechanic,1008,₽
"PP-19-01 ""Vityaz"" 9x19 PUFGUN SG-919 30 30-round magazine",9900,5414,7444,Mechanic,1876,₽
AR-10 7.62x51 KAC 20-round steel magazine,16999,15207,16503,Mechanic,1372,₽
Mosin Rifle 7.62x54R 5-round magazine,2145,13791,13791,Mechanic,1103,₽
"AK 7.62x39 US Palm ""AK30"" 30-round magazine (Black)",15999,17432,20337,Mechanic,2457,₽
"Glock 9x19 ""Big Stick"" 33-round magazine",9999,8877,8953,Mechanic,2215,₽
5.56x45 Magpul PMAG 40 GEN M3 STANAG 40-round magazine,21111,17704,18755,Mechanic,3459,₽
5.56x45 HK Steel Maritime STANAG 30-round magazine,12000,11623,12991,Mechanic,2027,₽
AK 7.62x39 30-round magazine (issued '55 or later),4500,6960,7124,Mechanic,987,₽
5.56x45 Magpul PMAG 30 GEN M3 W STANAG 30-round magazine,15555,9615,10749,Mechanic,2126,₽
"PP-91 ""Kedr"" 9x18PM 30-round magazine",6000,7181,8647,Mechanic,1611,₽
SKS 7.62x39 10-round internal box magazine,11111,11111,6993,Mechanic,896,₽
M700 7.62x51 Wyatt's Outdoor 10-round magazine,14441,18768,24480,Mechanic,1960,₽
5.56x45 Magpul PMAG 10 GEN M3 STANAG 10-round magazine,3333,3038,2955,Mechanic,1121,₽
AK 7.62x39 Magpul PMAG 30 GEN M3 30-round magazine,9000,10366,11297,Mechanic,1782,₽
M1A 7.62x51 20-round magazine,15000,11146,12733,Mechanic,1382,₽
SA-58/FAL 7.62x51 MMW polymer 20-round magazine,12000,12790,14809,Mechanic,1684,₽
"MP-443 ""Grach"" 9x19 18-round magazine",2222,3946,4405,Mechanic,860,₽
5.56x45 HK PM Gen.2 STANAG 30-round magazine,13500,11427,13944,Mechanic,1918,₽
SR-1MP 9x21 18-round magazine,6666,6427,6396,Mechanic,843,₽
TOZ-106 20ga MTs 20-01 Sb.3 5-shot magazine,3999,8201,7911,Mechanic,790,₽
"VPO-101 ""Vepr-Hunter"" 7.62x51 5-round magazine",1154,2260,2445,Mechanic,616,₽
SA-58/FAL 7.62x51 10-round magazine,2499,3160,3250,Mechanic,1009,₽
AK-74 5.45x39 Magpul PMAG 30 GEN M3 30-round magazine,13000,16251,14900,Mechanic,1488,₽
AK-12 5.45x39 30-round magazine,14420,15182,15680,Mechanic,1540,₽
MPX 9x19 30-round magazine,4999,6305,6557,Mechanic,1161,₽
"PP-19-01 ""Vityaz"" 9x19 30-round magazine",6999,11311,10243,Mechanic,1356,₽
M870 12ga 7-shell magazine,19995,30553,42588,Mechanic,940,₽
AK-74 5.45x39 6L26 45-round magazine,6000,10564,10461,Mechanic,2108,₽
SOK-12 12/76 SAI-02 10-round magazine,10000,13105,12314,Mechanic,2072,₽
AK 7.62x39 bakelite 40-round magazine,14200,9643,9962,Mechanic,2008,₽
"PP-91 ""Kedr"" 9x18PM 20-round magazine",8777,7857,6486,Mechanic,841,₽
AK-103 7.62x39 30-round magazine,7777,8804,9761,Mechanic,1084,₽
TOZ-106 20ga MTs 20-01 Sb.3 4-shot magazine,5000,15077,7686,Mechanic,602,₽
AK-74 5.45x39 6L18 45-round magazine,10000,8884,10139,Mechanic,1977,₽
M870 12ga 10-shell magazine,28000,28239,32795,Mechanic,1369,₽
AK 7.62x39 6L10 30-round magazine,6419,7663,8445,Mechanic,1105,₽
TT 7.62x25 tt-105 8-round magazine,1100,5722,4530,Mechanic,648,₽
AK-101 5.56x45 6L29 30-round magazine,13000,28444,22900,Mechanic,1012,₽
PM 9x18PM 90-93 8-round magazine,1999,4106,4106,Mechanic,526,₽
"PP-19-01 ""Vityaz"" 9x19 PUFGUN SG-919 20 20-round magazine",2000,3197,3034,Mechanic,1036,₽
APS 9x18PM 20-round magazine,2000,2000,8636,Mechanic,475,₽
SA-58/FAL 7.62x51 20-round magazine,8999,8509,9363,Mechanic,1557,₽
AK-74 5.45x39 6L20 30-round magazine,4000,5133,4070,Mechanic,1137,₽
MP-153 12ga 5-shell magazine,902,902,902,Mechanic,505,₽
"AK-74 ""Saiga 545"" 5.45x39 10-round magazine",10000,13168,5789,Mechanic,902,₽
AK 7.62x39 Molot 40-round magazine (6P2.Sb-11),9999,10699,10662,Mechanic,1393,₽
SOK-12 12/76 sb.5 5-round magazine,2420,2210,2413,Mechanic,949,₽
MP-133 12ga 8-shell magazine,84420,50463,44434,Mechanic,1285,₽
MP-133 12ga 6-shell magazine,3000,9147,10719,Mechanic,703,₽
5.56x45 Colt AR-15 STANAG 30-round magazine,12222,9232,11545,Mechanic,1127,₽
AK-74 5.45x39 6L23 30-round magazine,4000,5202,5964,Mechanic,1119,₽
AK 7.62x39 ribbed metal 10-round magazine,1147,994,2095,Mechanic,559,₽
MP-153 12ga 6-shell magazine,1221,1221,1221,Mechanic,684,₽
MP-153 12ga 7-shell magazine,1663,1663,1663,Mechanic,931,₽
AKMS 7.62x39 aluminium 30-round magazine,9998,10717,10676,Mechanic,1848,₽
Saiga-9 9x19 sb.7 10-round magazine,1455,2987,2658,Mechanic,839,₽
TOZ-106 20ga MTs 20-01 Sb.3 2-shot magazine,499,781,1116,Mechanic,440,₽
AK 7.62x39 aluminium 10-round magazine,2000,1750,3336,Mechanic,392,₽
LA-5B/PEQ tactical device,36666,41838,40303,Mechanic,9104,₽
Zenit Perst-3 tactical device,18599,17298,16824,Mechanic,9548,₽
AN/PEQ-15 tactical device,16999,14641,15561,Mechanic,10717,₽
Steiner DBAL-PL tactical device,22222,25153,25121,Mechanic,7560,₽
Steiner LAS/TAC 2 tactical flashlight,34999,40201,44067,Mechanic,11708,₽
Zenit Klesch-2U tactical flashlight,15000,13761,14047,Mechanic,6383,₽
Zenit Klesch-2IKS IR illuminator with laser,22776,21354,21610,Mechanic,10035,₽
SureFire XC1 tactical flashlight,18886,17588,17913,Mechanic,9433,₽
Glock GTL 21 tactical flashlight with laser,16900,16473,16503,Mechanic,8446,₽
AN/PEQ-2 tactical device,5000,8739,9532,Mechanic,5744,₽
Holosun LS321 Tactical device,14499,15622,15140,Mechanic,7017,₽
TT DLP Tactical Precision LAM-module,10000,8150,8847,Mechanic,2576,₽
Zenit Klesch-2P flashlight with laser,13900,13037,13338,Mechanic,8779,₽
SureFire X400 Ultra tactical flashlight with laser,12900,14544,15855,Mechanic,6272,₽
NcSTAR Tactical blue laser LAM-module,40123,19506,18511,Mechanic,2296,₽
Armytek Predator Pro v3 XHP35 HI flashlight,7999,6986,7252,Mechanic,3387,₽
Ultrafire WF-501B flashlight,3499,5190,4908,Mechanic,2101,₽
AI-2 medkit,4500,4190,4094,Therapist,3276,₽
Analgin painkillers,7666,7686,7223,Therapist,3591,₽
Aseptic bandage,2150,2151,2139,Therapist,917,₽
Immobilizing splint,2997,4561,4307,Therapist,1870,₽
Army bandage,2274,2284,2555,Therapist,1291,₽
Zenit RK-1 tactical foregrip on B-25U mount,75000,68441,68622,Mechanic,10578,₽
Zenit RK-2 tactical foregrip,59000,54556,57925,Mechanic,7095,₽
Stark SE-5 Express Forward foregrip,55500,60058,59192,Mechanic,7618,₽
MP9-N vertical foregrip,9500,7440,8412,Mechanic,1484,₽
Zenit RK-1 tactical foregrip,70000,69993,67473,Mechanic,5253,₽
Fortis Shift tactical foregrip,46666,50503,63244,Mechanic,7264,₽
Hera Arms CQR tactical foregrip,23500,22646,22202,Mechanic,11738,₽
Strike Industries Cobra Tactical foregrip,19999,19372,22782,Mechanic,5628,₽
Magpul M-LOK AFG tactical foregrip (Black),35000,19940,19987,Mechanic,3944,₽
Zenit RK-5 tactical foregrip,15000,14696,14319,Mechanic,3366,₽
Zenit RK-6 tactical foregrip,7500,7648,7704,Mechanic,3102,₽
Magpul AFG tactical foregrip (FDE),17777,15464,16233,Mechanic,3049,₽
Magpul AFG tactical foregrip (Forest Green),9998,12242,12059,Mechanic,2944,₽
Magpul AFG tactical foregrip (Olive Drab),18888,19917,22138,Mechanic,3543,₽
Magpul AFG tactical foregrip (Black),21999,17257,18554,Mechanic,3670,₽
Zenit RK-0 tactical foregrip,44555,28794,27811,Mechanic,3528,₽
Magpul RVG foregrip (Black),23333,22623,24003,Mechanic,3981,₽
Zenit RK-4 tactical foregrip,13333,12352,13276,Mechanic,3298,₽
BCM GUNFIGHTER MOD 3 vertical foregrip,6000,15112,13902,Mechanic,2744,₽
RTM Pillau tactical foregrip,6666,7066,7156,Mechanic,1960,₽
KAC vertical foregrip,12000,11134,11562,Mechanic,1790,₽
TangoDown Stubby BGV-MK46K foregrip (Black),6777,8612,7549,Mechanic,2126,₽
TangoDown Stubby BGV-MK46K foregrip (FDE),5999,6419,5974,Mechanic,2072,₽
TangoDown Stubby BGV-MK46K foregrip (Stealth Gray),7666,6359,6333,Mechanic,2072,₽
Viking Tactics UVG tactical foregrip,17888,16253,15860,Mechanic,3656,₽
ASh-12 vertical foregrip,20000,17918,17916,Mechanic,1204,₽
ORSIS T-5000M padded handguard grip,3000,7111,4919,Mechanic,1036,₽
Magpul M-LOK AFG tactical foregrip (FDE),11000,11529,12209,Mechanic,3928,₽
Magpul M-LOK AFG tactical foregrip (Olive Drab),18000,17008,16023,Mechanic,4471,₽
Magpul M-LOK AFG tactical foregrip (Stealth Gray),16666,15651,15584,Mechanic,4438,₽
AR-15 Hera Arms CQR pistol grip/buttstock,24444,24722,24317,Mechanic,21427,₽
AR-15 HK Ergo PSG-1 style pistol grip,38000,31999,33563,Mechanic,12096,₽
ORSIS T-5000M pistol grip,5000,6293,5764,Mechanic,1521,₽
TT ornated side grips,14159,14159,14159,Mechanic,7929,₽
PB bakilte side grips,5000,7030,5479,Mechanic,561,₽
AR-15 Naroh Arms GRAL-S pistol grip,29000,32355,33714,Mechanic,6727,₽
AK KGB MG-47 pistol grip,12000,10168,10941,Mechanic,2660,₽
AK Magpul MOE pistol grip (Black),23999,18162,17250,Mechanic,4119,₽
AK US Palm pistol grip,29999,22848,23909,Mechanic,4116,₽
P226 Hogue G10 Chain Link pistol grip,8300,8300,8300,Mechanic,4648,₽
AR-15 Magpul MOE pistol grip (Black),12400,10315,10090,Mechanic,2296,₽
AR-15 Magpul MOE pistol grip (FDE),12000,10768,12302,Mechanic,2296,₽
AR-15 HK V2 pistol grip,32000,9912,8009,Mechanic,1736,₽
AR-15 HK Battle Grip Beavertail pistol grip,8000,7121,7658,Mechanic,1674,₽
AK Zenit RK-3 pistol grip,89000,36644,37890,Mechanic,4547,₽
SKS/VZ-58 FAB Defense AG-58 pistol grip,8999,9228,9080,Mechanic,3559,₽
TT PM-Laser TT-206 side grips with laser sight,3880,10982,8286,Mechanic,1954,₽
Mosin Rifle Tacfire pistol grip,28999,20974,24297,Mechanic,1267,₽
AR-15 Tactical Dynamics Skeletonized pistol grip,69000,57221,47321,Mechanic,3128,₽
TT Razor Arms rubber grip,10000,7184,7622,Mechanic,2744,₽
AR-15 Stark AR Rifle Grip (FDE),12000,12714,11984,Mechanic,2576,₽
AR-15 Stark AR Rifle Grip (Black),20000,15846,16158,Mechanic,2576,₽
AR-15 Hera Arms HG-15 pistol grip,15500,12272,11719,Mechanic,2856,₽
AK TAPCO SAW-Style pistol grip (FDE),17900,14920,15440,Mechanic,2520,₽
AK TAPCO SAW-Style pistol grip (Black),24999,20804,20085,Mechanic,2520,₽
SA-58 FAB Defense AG-FAL pistol grip,14000,13491,13538,Mechanic,2359,₽
SA-58 SAW-style pistol grip (Black),9999,8886,9841,Mechanic,1796,₽
AS VAL Rotor 43 pistol grip & buffer tube,59999,53555,50205,Mechanic,4579,₽
Hogue OverMolded Rubber Grip (Black),10000,12376,12591,Mechanic,2016,₽
Hogue OverMolded Rubber Grip (FDE),13999,10279,10468,Mechanic,2016,₽
Hogue OverMolded Rubber Grip (Ghillie Earth),9500,7987,8079,Mechanic,2016,₽
Hogue OverMolded Rubber Grip (Ghillie Green),7750,7936,7741,Mechanic,2016,₽
Hogue OverMolded Rubber Grip (Olive Drab),7499,8120,7297,Mechanic,2016,₽
P226 Hogue Rubberized pistol grip,5500,9552,8170,Mechanic,1736,₽
SVDS pistol grip,4500,7862,7694,Mechanic,428,₽
AK Strike Industries Enhanced Pistol Grip (Black),3900,3900,3900,Mechanic,2184,₽
AK Strike Industries Enhanced Pistol Grip (FDE),4000,7135,7280,Mechanic,2184,₽
"PP-91 ""Kedr"" polymer pistol grip",7800,10616,9340,Mechanic,739,₽
AR-15 HK Battle Grip pistol grip,6000,8645,7887,Mechanic,1400,₽
AR-15 Colt A2 pistol grip,4500,4307,4586,Mechanic,679,₽
MDR pistol grip (FDE),10420,11503,13247,Mechanic,1299,₽
MDR pistol grip (Black),10000,15882,13728,Mechanic,1299,₽
P226 Axelson Tactical MK25 pistol grip,8000,8848,8487,Mechanic,1680,₽
AR-15 Magpul MIAD pistol grip (FDE),7997,7395,8216,Mechanic,1764,₽
M14 SAGE International M14ALCS (MOD-0) pistol grip,9999,9703,8801,Mechanic,1463,₽
M870 FAB Defense AGR-870 pistol grip,7500,9001,9695,Mechanic,1460,₽
SKS TAPCO Intrafuse kit SAW-Style pistol grip,7777,5347,5943,Mechanic,1513,₽
M700 Magpul Pro 700 pistol grip,14500,13958,12645,Mechanic,1008,₽
AK-12 pistol grip,8800,8007,7820,Mechanic,840,₽
Glock Pachmayr Tactical Grip Glove,14500,17325,14673,Mechanic,565,₽
AR-15 Damage Industries ECS pistol grip (FDE),5555,5534,4926,Mechanic,895,₽
P226 Stainless Elite Wooden pistol grip,2000,2000,2000,Mechanic,1120,₽
AKM wooden pistol grip,4000,4645,5279,Mechanic,403,₽
AS VAL pistol grip,6969,7011,5854,Mechanic,836,₽
TT side grips,2000,5915,5109,Mechanic,563,₽
P226 polymer pistol grip (Black),5000,11631,11631,Mechanic,561,₽
P226 Emperor Scorpion pistol grip,2450,2450,2450,Mechanic,1372,₽
MPX pistol grip,6500,7353,7537,Mechanic,1833,₽
APS bakelite side-pieces,4511,5451,10150,Mechanic,562,₽
TT Hogue-like rubber grip,5000,4310,5001,Mechanic,1512,₽
SA-58 pistol grip,3000,4350,5736,Mechanic,616,₽
"PP-19-01 ""Vityaz"" pistol grip",11990,12248,11174,Mechanic,503,₽
AKM bakelite pistol grip,10000,10000,21393,Mechanic,393,₽
AK bakelite pistol grip (6P1 Sb.8V),1000,1000,7814,Mechanic,428,₽
"MP-443 ""Grach"" polymer pistol grip",1000,8459,6173,Mechanic,394,₽
AK polymer pistol grip (6P1 Sb.8),1000,1000,11500,Mechanic,442,₽
TOZ-106 002 pistol grip,5000,9067,6091,Mechanic,408,₽
AK bakelite pistol grip,6000,6805,7181,Mechanic,430,₽
AK bakelite pistol grip (6P4 Sb.9),8000,7869,8222,Mechanic,414,₽
M9A3 polymer side grips,6000,6198,9738,Mechanic,448,₽
Oakley SI M Frame safety glasses,8000,6325,6678,Ragman,2914,₽
Round frame sunglasses,11000,13736,14849,Ragman,1912,₽
Crossbow tactical glasses,7000,8171,8012,Ragman,2170,₽
Anti-fragmentation glasses,9777,13208,11932,Ragman,1352,₽
Pyramex Proximity safety glasses,3000,5414,5408,Ragman,1984,₽
RayBench Aviator glasses,7436,6417,6016,Ragman,4154,₽
Gascan glasses,4500,4483,4688,Ragman,3472,₽
6B34 anti-fragmentation glasses,3000,4168,3709,Ragman,1708,₽
RayBench Hipster Reserve sunglasses,5999,9220,10528,Ragman,2220,₽
Dundukk sport sunglasses,2100,6721,2970,Ragman,1257,₽
Tactical glasses,1444,1809,2194,Ragman,1035,₽
Norotos Titanium Advanced Tactical Mount,49800,29393,30666,Mechanic,1989,₽
AN/PVS-14 Dual Dovetail Mount,10969,14865,15541,Mechanic,1374,₽
Wilcox Interface for PVS-7,11800,12752,12985,Mechanic,1374,₽
PNV-10T dovetail adapter,43211,33858,35215,Mechanic,1294,₽
Ops-Core SLAAP armor helmet plate (Tan),90000,96104,93837,Ragman,55366,₽
LShZ-2DTM aventail,22000,25816,24889,Ragman,20584,₽
Team Wendy EXFIL Ear Covers (Black),52000,53372,55684,Ragman,24304,₽
Ops-Core FAST Side Armor,25000,29688,30182,Ragman,21371,₽
Crye Precision AirFrame Chops,50000,86395,92955,Ragman,23870,₽
Crye Precision AirFrame Ears,23333,23220,24164,Ragman,22444,₽
Ops-Core FAST Gunsight Mandible,15999,15395,15252,Ragman,13231,₽
Team Wendy EXFIL Ear Covers (Coyote Brown),55000,55268,54912,Ragman,24304,₽
LShZ-2DTM cover (Black),8000,9562,7999,Ragman,930,₽
HK MP5K 9x19 upper receiver,8000,9650,8789,Mechanic,1708,₽
AR-15 Noveske Gen.3 5.56x45 upper receiver,28167,31797,33843,Mechanic,14084,₽
AR-15 Vltor MUR-1S 5.56x45 upper receiver,97222,78962,83824,Mechanic,18300,₽
Glock ZEV Tech HEX Spartan RMR pistol slide,25000,22545,29693,Mechanic,12868,₽
AK TWS Dog Leg Rail dust cover,12999,14615,15489,Mechanic,6496,₽
M9A3 9x19 pistol slide,7000,5409,6538,Mechanic,1316,₽
Glock Polymer80 PS9 pistol slide,14122,14122,14122,Mechanic,7908,₽
Glock ZEV Tech HEX Gen3 RMR pistol slide,19000,18645,19556,Mechanic,11267,₽
AK FAB Defense PDC dust cover,40000,54470,55302,Mechanic,8316,₽
MP9-N 9x19 upper receiver,50420,72105,72105,Mechanic,2946,₽
P226 Axelson Tactical MK25 pistol slide,10950,11876,11637,Mechanic,5544,₽
HK 416A5 5.56x45 upper receiver,7500,10756,10126,Mechanic,3640,₽
"VPO-101 ""Vepr-Hunter"" dust cover",6899,9947,12552,Mechanic,571,₽
TX-15 5.56x45 Lightweight upper receiver,14000,22082,19968,Mechanic,5152,₽
AK Zenit B-33 dust cover,32000,30642,35271,Mechanic,7587,₽
SA-58 Extreme Duty dust cover,45000,42301,45798,Mechanic,6478,₽
RPK-16 dust cover,7847,7839,8736,Mechanic,4032,₽
HK MP5SD 9x19 upper receiver,28000,25799,28270,Mechanic,4388,₽
AKS-74UB dust cover,25000,32083,28505,Mechanic,1794,₽
Glock Viper Cut pistol slide,10000,9931,10082,Mechanic,6271,₽
FN P90 5.7x28 upper receiver,9000,7694,8938,Mechanic,1344,₽
Glock 9x19 Moto Cut pistol slide,10950,9780,9552,Mechanic,5704,₽
Glock Lone Wolf AlphaWolf Custom pistol slide,10000,11036,9861,Mechanic,7052,₽
Glock Lone Wolf AlphaWolf pistol slide,8799,9388,10320,Mechanic,4489,₽
P226 Emperor Scorpion pistol slide,6400,9671,9911,Mechanic,3237,₽
AK AKademia Bastion dust cover,6499,7920,8364,Mechanic,3080,₽
MPX GEN1 9x19 upper receiver,15000,15000,16861,Mechanic,1965,₽
SVDS dust cover,13000,14443,14791,Mechanic,621,₽
ADAR 2-15 5.56x45 upper receiver,22000,34853,33876,Mechanic,1859,₽
FN P90 EFFEN 90 5.7x28 upper receiver,9000,15740,17166,Mechanic,2128,₽
M4A1 5.56x45 upper receiver,27000,14274,13701,Mechanic,2911,₽
P226 Stainless Elite pistol slide,67000,39186,42479,Mechanic,2380,₽
P226 Legion full size pistol slide,10000,9836,9460,Mechanic,2307,₽
HK MP5 9x19 upper receiver,10995,8410,9601,Mechanic,1831,₽
SVDS custom cut dust cover,28888,24444,54681,Mechanic,812,₽
SR-25 7.62x51 upper receiver,8888,8415,9098,Mechanic,3808,₽
P226R MK25 pistol slide,20999,45873,26744,Mechanic,1798,₽
Glock 17 9x19 pistol slide,5000,4000,6697,Mechanic,1741,₽
"PP-19-01 ""Vityaz-SN"" dust cover",19999,13598,13179,Mechanic,1353,₽
FN PS90 5.7x28 upper receiver,14999,10659,11707,Mechanic,1232,₽
VSS dust cover,29999,31424,33951,Mechanic,907,₽
AS VAL dust cover,20000,29970,33835,Mechanic,895,₽
FAL standard dust cover,3000,5407,6704,Mechanic,1401,₽
AK-74M dust cover (6P34 0-1),10000,12483,12470,Mechanic,565,₽
Molot AKM-type dust cover,6000,10145,10464,Mechanic,559,₽
